,auc,Model
0,0.42121026212088264,Shuffled
1,0.5689862401100791,Shuffled
2,0.4881016081871345,Shuffled
3,0.5053710994887466,Shuffled
4,0.5536143755747912,Shuffled
5,0.5890999509031343,Shuffled
6,0.5215734293717487,Shuffled
7,0.5848666313047117,Shuffled
8,0.5880268943913108,Shuffled
9,0.44110307017543865,Shuffled
10,0.46627345537757436,Shuffled
11,0.5272727114155685,Shuffled
12,0.5622776696510965,Shuffled
13,0.3914455829497109,Shuffled
14,0.585870898644699,Shuffled
15,0.4394471127427784,Shuffled
16,0.5416579544098341,Shuffled
17,0.4244574537949151,Shuffled
18,0.46062508117282003,Shuffled
19,0.5008559025440841,Shuffled
20,0.5132977861031691,Shuffled
21,0.48291212755498475,Shuffled
22,0.41321526110444173,Shuffled
23,0.46883122157244966,Shuffled
24,0.6056900413674242,Shuffled
25,0.491019342027082,Shuffled
26,0.5581859061990639,Shuffled
27,0.49847650349231987,Shuffled
28,0.4194883076037432,Shuffled
29,0.4505919370036344,Shuffled
30,0.5490733894438969,Shuffled
31,0.5693730825663599,Shuffled
32,0.5270107722722956,Shuffled
33,0.5127595949065432,Shuffled
34,0.5050216157401175,Shuffled
35,0.5199663332238798,Shuffled
36,0.4062091503267974,Shuffled
37,0.4512268170426065,Shuffled
38,0.4433081504961204,Shuffled
39,0.4614127667848222,Shuffled
40,0.3273864809081527,Shuffled
41,0.39459903381642514,Shuffled
42,0.5090508445802564,Shuffled
43,0.5209036836179693,Shuffled
44,0.5307632263431687,Shuffled
45,0.4179462507613768,Shuffled
46,0.5790920754266619,Shuffled
47,0.5136652906776746,Shuffled
48,0.3686686077939948,Shuffled
49,0.5987595125769606,Shuffled
50,0.5882057178165095,Shuffled
51,0.5199916281456897,Shuffled
52,0.6534930901422353,Shuffled
53,0.6366830065359478,Shuffled
54,0.5119262985896114,Shuffled
55,0.5247960369332919,Shuffled
56,0.39352868467961344,Shuffled
57,0.47157091592617906,Shuffled
58,0.5613531746031746,Shuffled
59,0.47874109907120743,Shuffled
60,0.46791178972855985,Shuffled
61,0.5400760144568194,Shuffled
62,0.4346262887439358,Shuffled
63,0.576484692122463,Shuffled
64,0.5210212190630148,Shuffled
65,0.428544220485397,Shuffled
66,0.5336190476190477,Shuffled
67,0.5756879944960441,Shuffled
68,0.4866429909959322,Shuffled
69,0.5038343163776232,Shuffled
70,0.4863816206527204,Shuffled
71,0.532343395252838,Shuffled
72,0.42951180472188877,Shuffled
73,0.5517973856209151,Shuffled
74,0.4468662607234036,Shuffled
75,0.4445236179369306,Shuffled
76,0.43881101920853477,Shuffled
77,0.4894383318779604,Shuffled
78,0.4794344404428438,Shuffled
79,0.4789105488349185,Shuffled
80,0.5191537356170539,Shuffled
81,0.4817556198680846,Shuffled
82,0.4888881961802435,Shuffled
83,0.44204339924082053,Shuffled
84,0.4016426276948507,Shuffled
85,0.34516096951294317,Shuffled
86,0.5173187585548267,Shuffled
87,0.6011443195239081,Shuffled
88,0.5267562667324748,Shuffled
89,0.5319831441348469,Shuffled
90,0.6148636732941244,Shuffled
91,0.4511638635387265,Shuffled
92,0.5919168124915871,Shuffled
93,0.6051785714285715,Shuffled
94,0.4727555631503,Shuffled
95,0.523265597028285,Shuffled
96,0.5467840293330489,Shuffled
97,0.456811048005947,Shuffled
98,0.5508963905181432,Shuffled
99,0.4926651184437225,Shuffled
100,0.4910247565845561,Shuffled
101,0.44105744754041976,Shuffled
102,0.46504177109440265,Shuffled
103,0.45926393867570336,Shuffled
104,0.6334815604263341,Shuffled
105,0.353009847288743,Shuffled
106,0.42865025823849356,Shuffled
107,0.41623729940694226,Shuffled
108,0.6310421821750143,Shuffled
109,0.46715187478500175,Shuffled
110,0.49571212692536226,Shuffled
111,0.5311739687900678,Shuffled
112,0.531842069629553,Shuffled
113,0.4291813429075334,Shuffled
114,0.43087772220899156,Shuffled
115,0.3837093057318621,Shuffled
116,0.5392626528750752,Shuffled
117,0.5315135756056809,Shuffled
118,0.6158208410636983,Shuffled
119,0.4575394870867007,Shuffled
120,0.47813029454205924,Shuffled
121,0.3894020137737888,Shuffled
122,0.46688936188510494,Shuffled
123,0.5730217703349283,Shuffled
124,0.4794765468769853,Shuffled
125,0.4863005981729923,Shuffled
126,0.5060663272245897,Shuffled
127,0.597483918128655,Shuffled
128,0.5592463652127517,Shuffled
129,0.5826036372681116,Shuffled
130,0.5372409924342698,Shuffled
131,0.4888317519990452,Shuffled
132,0.46575065689011036,Shuffled
133,0.49234800401734047,Shuffled
134,0.45710674533734164,Shuffled
135,0.48773342169115497,Shuffled
136,0.5647993421052632,Shuffled
137,0.4702834337527319,Shuffled
138,0.5005677672860335,Shuffled
139,0.5113105339601728,Shuffled
140,0.5003539769484042,Shuffled
141,0.4273945410850173,Shuffled
142,0.4018728070175438,Shuffled
143,0.38538029924021483,Shuffled
144,0.3860210079369743,Shuffled
145,0.42767492962097114,Shuffled
146,0.4255836014802565,Shuffled
147,0.5653336929668199,Shuffled
148,0.5751654952865699,Shuffled
149,0.5065076371856557,Shuffled
150,0.4701892732684225,Shuffled
151,0.40420107811864775,Shuffled
152,0.5439024788862914,Shuffled
153,0.5679502063983488,Shuffled
154,0.46287092029794374,Shuffled
155,0.4205010275242474,Shuffled
156,0.3404166666666667,Shuffled
157,0.5153023490097793,Shuffled
158,0.41301783723522856,Shuffled
159,0.5366415470494419,Shuffled
160,0.5134681672405458,Shuffled
161,0.4842790075679394,Shuffled
162,0.4057075623464942,Shuffled
163,0.6376634957013108,Shuffled
164,0.6275948789959087,Shuffled
165,0.46578042195899333,Shuffled
166,0.5015976830187355,Shuffled
167,0.5006937441643323,Shuffled
168,0.4929314880166274,Shuffled
169,0.4644585114747654,Shuffled
170,0.4922927631578948,Shuffled
171,0.4471860357415277,Shuffled
172,0.4414425570615501,Shuffled
173,0.5645784071204238,Shuffled
174,0.5245462399411979,Shuffled
175,0.5080155064878362,Shuffled
176,0.4964042397660819,Shuffled
177,0.5017300651091009,Shuffled
178,0.4109630334392239,Shuffled
179,0.48166444723822543,Shuffled
180,0.3777227158806106,Shuffled
181,0.4774394167555379,Shuffled
182,0.4404549569827931,Shuffled
183,0.43634570144767515,Shuffled
184,0.5149705022359821,Shuffled
185,0.47018435795370783,Shuffled
186,0.5786664665866347,Shuffled
187,0.4421231455545181,Shuffled
188,0.4903070019076211,Shuffled
189,0.5283156244954123,Shuffled
190,0.4934877534745955,Shuffled
191,0.47425530585147013,Shuffled
192,0.48934012713477,Shuffled
193,0.5072779977375566,Shuffled
194,0.4559179504419443,Shuffled
195,0.5037098721998102,Shuffled
196,0.4620430900621118,Shuffled
197,0.3993642938656944,Shuffled
198,0.572750021061056,Shuffled
199,0.3355043453278747,Shuffled
200,0.5291144963690297,Shuffled
201,0.5498131805676563,Shuffled
202,0.5532482677281438,Shuffled
203,0.544919021037442,Shuffled
204,0.584957952010449,Shuffled
205,0.4948935232294366,Shuffled
206,0.4634415204678362,Shuffled
207,0.5090443075156698,Shuffled
208,0.4904753774739642,Shuffled
209,0.48822137451471825,Shuffled
210,0.5482917096663227,Shuffled
211,0.43212934296525624,Shuffled
212,0.5605772565436431,Shuffled
213,0.5706784783414041,Shuffled
214,0.4494008129567616,Shuffled
215,0.562974447912336,Shuffled
216,0.4598593314365374,Shuffled
217,0.40567094074471893,Shuffled
218,0.4627515302679776,Shuffled
219,0.536621729148045,Shuffled
220,0.47844739894178756,Shuffled
221,0.4579465944272446,Shuffled
222,0.5371512605042017,Shuffled
223,0.49766250854408745,Shuffled
224,0.5147915166066427,Shuffled
225,0.6160068137666966,Shuffled
226,0.4357497457411646,Shuffled
227,0.5876873573131866,Shuffled
228,0.4751428715858541,Shuffled
229,0.5847143773743361,Shuffled
230,0.5572091668565353,Shuffled
231,0.5398982259570495,Shuffled
232,0.548359428711983,Shuffled
233,0.37198041098417034,Shuffled
234,0.5004104021193805,Shuffled
235,0.4287368580087878,Shuffled
236,0.48100494682999057,Shuffled
237,0.5112443240454076,Shuffled
238,0.5820715011574593,Shuffled
239,0.44328063362506087,Shuffled
240,0.515141447368421,Shuffled
241,0.4871156445034154,Shuffled
242,0.46683141788183813,Shuffled
243,0.5992006089148946,Shuffled
244,0.40996092982647603,Shuffled
245,0.5871632426860318,Shuffled
246,0.5271242800150363,Shuffled
247,0.553811350929772,Shuffled
248,0.5298242131062951,Shuffled
249,0.5813806024802265,Shuffled
250,0.47121976218614875,Shuffled
251,0.4617247816191868,Shuffled
252,0.4366314892089559,Shuffled
253,0.4697888650736948,Shuffled
254,0.47681089405459154,Shuffled
255,0.5496626983605367,Shuffled
256,0.527249699879952,Shuffled
257,0.49395642701525055,Shuffled
258,0.5966555944055945,Shuffled
259,0.44805025694488326,Shuffled
260,0.4230064513134688,Shuffled
261,0.4365531300239393,Shuffled
262,0.5091306092092202,Shuffled
263,0.4690914696160691,Shuffled
264,0.4369107515813343,Shuffled
265,0.6091825572334197,Shuffled
266,0.5563073593073593,Shuffled
267,0.4590052459580324,Shuffled
268,0.47849225479665547,Shuffled
269,0.5251057565622783,Shuffled
270,0.66373516428341,Shuffled
271,0.4605945087763973,Shuffled
272,0.5340449419002051,Shuffled
273,0.5251029149878255,Shuffled
274,0.563076088943736,Shuffled
275,0.4970176169495392,Shuffled
276,0.49178054379646596,Shuffled
277,0.45586600412943123,Shuffled
278,0.5355711981762402,Shuffled
279,0.505686894055868,Shuffled
280,0.45694145311173173,Shuffled
281,0.49505214175677903,Shuffled
282,0.44711787346517556,Shuffled
283,0.5038531988046054,Shuffled
284,0.46325363648298545,Shuffled
285,0.45086311498283527,Shuffled
286,0.4682518256597204,Shuffled
287,0.6644935500515996,Shuffled
288,0.5283104575163398,Shuffled
289,0.43129678030208607,Shuffled
290,0.5088487588017664,Shuffled
291,0.548438328937813,Shuffled
292,0.5366582510197062,Shuffled
293,0.4336896161973562,Shuffled
294,0.5245895052697113,Shuffled
295,0.348046587055875,Shuffled
296,0.48151620297241704,Shuffled
297,0.5416764485690878,Shuffled
298,0.38939067986687037,Shuffled
299,0.5813972193588514,Shuffled
300,0.5338308906896092,Shuffled
301,0.530176136213288,Shuffled
302,0.46437992354345736,Shuffled
303,0.5811680033416875,Shuffled
304,0.508449676166763,Shuffled
305,0.43053227498093055,Shuffled
306,0.4605348893943543,Shuffled
307,0.5725800254757382,Shuffled
308,0.5172769217336057,Shuffled
309,0.5611127853914232,Shuffled
310,0.5487060957105954,Shuffled
311,0.5159281319906092,Shuffled
312,0.5129257166981626,Shuffled
313,0.3933944367220573,Shuffled
314,0.5474491129785248,Shuffled
315,0.5149965558305701,Shuffled
316,0.4611978052944199,Shuffled
317,0.5759345760233918,Shuffled
318,0.4923526744030946,Shuffled
319,0.6022263817807825,Shuffled
320,0.4198702064158997,Shuffled
321,0.601138974449429,Shuffled
322,0.5152476923997317,Shuffled
323,0.4954387088168601,Shuffled
324,0.4636947854347236,Shuffled
325,0.5435601433555879,Shuffled
326,0.5183717105263158,Shuffled
327,0.5207123227458625,Shuffled
328,0.4301013071895426,Shuffled
329,0.5239102307589703,Shuffled
330,0.3580976201253253,Shuffled
331,0.5499804232425716,Shuffled
332,0.5019116120132263,Shuffled
333,0.43124348991222056,Shuffled
334,0.39269634239095136,Shuffled
335,0.44146412797728585,Shuffled
336,0.5380388542398907,Shuffled
337,0.48432372949179675,Shuffled
338,0.41765820363233014,Shuffled
339,0.5587627998567849,Shuffled
340,0.45077876116121507,Shuffled
341,0.5753375767679174,Shuffled
342,0.5310282871890015,Shuffled
343,0.42999501821339503,Shuffled
344,0.4971680900430348,Shuffled
345,0.3970326288410101,Shuffled
346,0.5509750929707071,Shuffled
347,0.4699992595124174,Shuffled
348,0.3369402731808506,Shuffled
349,0.5414880952380953,Shuffled
350,0.47897125494567944,Shuffled
351,0.5068782911275171,Shuffled
352,0.4916790355419557,Shuffled
353,0.5835516425868593,Shuffled
354,0.4216822474603877,Shuffled
355,0.5404633520074695,Shuffled
356,0.5757007865145652,Shuffled
357,0.5691962695242495,Shuffled
358,0.6101423685533593,Shuffled
359,0.506304802558235,Shuffled
360,0.5254239217356729,Shuffled
361,0.42228144552815605,Shuffled
362,0.581920923632611,Shuffled
363,0.5011537948512739,Shuffled
364,0.45358090385276917,Shuffled
365,0.4798299319727891,Shuffled
366,0.485274653451124,Shuffled
367,0.45136466165413536,Shuffled
368,0.4406347862535583,Shuffled
369,0.6071679039914335,Shuffled
370,0.535221341523973,Shuffled
371,0.5303703990368077,Shuffled
372,0.5623452802173501,Shuffled
373,0.4887119496921576,Shuffled
374,0.45276650812880453,Shuffled
375,0.40681282687423037,Shuffled
376,0.4339977486036367,Shuffled
377,0.5155050287658923,Shuffled
378,0.5221761363636364,Shuffled
379,0.42028478752966575,Shuffled
380,0.47035122119023054,Shuffled
381,0.4803070175438596,Shuffled
382,0.5891359728349903,Shuffled
383,0.5259629342965256,Shuffled
384,0.4682551704892483,Shuffled
385,0.5466245367764331,Shuffled
386,0.42868124628247123,Shuffled
387,0.4864313725490196,Shuffled
388,0.42317412850307584,Shuffled
389,0.46718740452873586,Shuffled
390,0.4748111689651937,Shuffled
391,0.50001389748882,Shuffled
392,0.5634695369989486,Shuffled
393,0.3790608164079029,Shuffled
394,0.47342282527045904,Shuffled
395,0.5773439789409973,Shuffled
396,0.446671293517407,Shuffled
397,0.6392270241429905,Shuffled
398,0.6080262391410851,Shuffled
399,0.5273425464770195,Shuffled
400,0.3566165145631311,Shuffled
401,0.6034138355923253,Shuffled
402,0.5564419996068602,Shuffled
403,0.5078164774681803,Shuffled
404,0.5248582057777105,Shuffled
405,0.52199536746897,Shuffled
406,0.45614719834688877,Shuffled
407,0.46455555796113074,Shuffled
408,0.47887348027789206,Shuffled
409,0.5618651264431315,Shuffled
410,0.49986658874075945,Shuffled
411,0.5761379804358094,Shuffled
412,0.5403545668666192,Shuffled
413,0.5602837538524181,Shuffled
414,0.5574543965734442,Shuffled
415,0.5277795871753191,Shuffled
416,0.48420585047907033,Shuffled
417,0.5055255336768495,Shuffled
418,0.49262198212618385,Shuffled
419,0.5301553095802658,Shuffled
420,0.5123929478551328,Shuffled
421,0.48164884374802563,Shuffled
422,0.5294408991666841,Shuffled
423,0.5097599609589879,Shuffled
424,0.4994136996904025,Shuffled
425,0.5490875472996215,Shuffled
426,0.48899321498934506,Shuffled
427,0.47909379277413333,Shuffled
428,0.38181863622642037,Shuffled
429,0.415375483526744,Shuffled
430,0.4149961300309598,Shuffled
431,0.4899775653968682,Shuffled
432,0.5305648570617059,Shuffled
433,0.5460176442812059,Shuffled
434,0.5146435328517371,Shuffled
435,0.538013542483451,Shuffled
436,0.5340571755017796,Shuffled
437,0.4562986569673876,Shuffled
438,0.5110404843755684,Shuffled
439,0.5885111035260786,Shuffled
440,0.5412630256781075,Shuffled
441,0.5157813635751782,Shuffled
442,0.5455294865467163,Shuffled
443,0.4441133190118153,Shuffled
444,0.5099914860681114,Shuffled
445,0.4768078560371517,Shuffled
446,0.49932839802587703,Shuffled
447,0.424363650465707,Shuffled
448,0.5179400707651481,Shuffled
449,0.5463053020251163,Shuffled
450,0.528917500628027,Shuffled
451,0.4525637252951863,Shuffled
452,0.4561255570672496,Shuffled
453,0.42750052613638045,Shuffled
454,0.6517075122282996,Shuffled
455,0.49048140309982413,Shuffled
456,0.5141490196078431,Shuffled
457,0.47018071582700066,Shuffled
458,0.5650140096172248,Shuffled
459,0.5513427006430103,Shuffled
460,0.5686645491529945,Shuffled
461,0.4165287141484428,Shuffled
462,0.4839092920151743,Shuffled
463,0.4724863399414483,Shuffled
464,0.5344595404595405,Shuffled
465,0.49105229460205135,Shuffled
466,0.42887861811391226,Shuffled
467,0.542960393158026,Shuffled
468,0.5158301828890064,Shuffled
469,0.43573433759468705,Shuffled
470,0.5389352819400365,Shuffled
471,0.5474607747582464,Shuffled
472,0.46325903188229045,Shuffled
473,0.5859278645822211,Shuffled
474,0.42371592935419783,Shuffled
475,0.41775682219663013,Shuffled
476,0.5239375689669806,Shuffled
477,0.45215817730601016,Shuffled
478,0.37802774443110576,Shuffled
479,0.49520632016762045,Shuffled
480,0.5903993614989855,Shuffled
481,0.3401276172749802,Shuffled
482,0.5348944452616357,Shuffled
483,0.4708234560880883,Shuffled
484,0.4756451585527953,Shuffled
485,0.4756846569173935,Shuffled
486,0.4989000546237389,Shuffled
487,0.5307407120743034,Shuffled
488,0.5253758084236027,Shuffled
489,0.5643000515995873,Shuffled
490,0.5318845811051693,Shuffled
491,0.42227786509340576,Shuffled
492,0.5675829346092505,Shuffled
493,0.4654729285653655,Shuffled
494,0.5171684524625701,Shuffled
495,0.44134509066784605,Shuffled
496,0.5367265520243185,Shuffled
497,0.5137523415163165,Shuffled
498,0.5467557661636608,Shuffled
499,0.5459228826728827,Shuffled
500,0.49236091901995793,Shuffled
501,0.5131425903694811,Shuffled
